,go_id,parent_id
0,GO:0005886,GO:0016020
1,GO:0120001,GO:0005886
2,GO:0042383,GO:0005886
3,GO:0097524,GO:0005886
4,GO:0001533,GO:0005886
5,GO:0120001,GO:0005886
6,GO:0042383,GO:0005886
7,GO:0097524,GO:0005886
8,GO:0001533,GO:0005886
9,GO:0005524,GO:0035639
10,GO:0005524,GO:0032559
11,GO:0005516,GO:0005515
12,GO:0030246,GO:0005488
13,GO:0030247,GO:0030246
14,GO:0120153,GO:0030246
15,GO:0070492,GO:0030246
16,GO:0048029,GO:0030246
17,GO:0030247,GO:0030246
18,GO:0120153,GO:0030246
19,GO:0070492,GO:0030246
20,GO:0048029,GO:0030246
21,GO:0106310,GO:0004672
22,GO:0004674,GO:0004672
23,GO:0140855,GO:0004674
24,GO:0008349,GO:0004674
25,GO:0140857,GO:0004674
26,GO:0004675,GO:0004674
27,GO:0072371,GO:0004674
28,GO:0004676,GO:0004674
29,GO:0004677,GO:0004674
30,GO:0004679,GO:0004674
31,GO:0004683,GO:0004674
32,GO:0044022,GO:0004674
33,GO:0004687,GO:0004674
34,GO:0035175,GO:0004674
35,GO:0044023,GO:0004674
36,GO:0044024,GO:0004674
37,GO:0004690,GO:0004674
38,GO:0140823,GO:0004674
39,GO:0044025,GO:0004674
40,GO:0004693,GO:0004674
41,GO:0004694,GO:0004674
42,GO:0033867,GO:0004674
43,GO:0004697,GO:0004674
44,GO:0035403,GO:0004674
45,GO:0004703,GO:0004674
46,GO:0004707,GO:0004674
47,GO:0009931,GO:0004674
48,GO:0072518,GO:0004674
49,GO:0004709,GO:0004674
50,GO:0004711,GO:0004674
51,GO:0034211,GO:0004674
52,GO:0008384,GO:0004674
53,GO:0008353,GO:0004674
54,GO:0035979,GO:0004674
55,GO:1990244,GO:0004674
56,GO:0035402,GO:0004674
57,GO:0072354,GO:0004674
58,GO:0140855,GO:0004674
59,GO:0008349,GO:0004674
60,GO:0140857,GO:0004674
61,GO:0004675,GO:0004674
62,GO:0072371,GO:0004674
63,GO:0004676,GO:0004674
64,GO:0004677,GO:0004674
65,GO:0004679,GO:0004674
66,GO:0004683,GO:0004674
67,GO:0044022,GO:0004674
68,GO:0004687,GO:0004674
69,GO:0035175,GO:0004674
70,GO:0044023,GO:0004674
71,GO:0044024,GO:0004674
72,GO:0004690,GO:0004674
73,GO:0140823,GO:0004674
74,GO:0044025,GO:0004674
75,GO:0004693,GO:0004674
76,GO:0004694,GO:0004674
77,GO:0033867,GO:0004674
78,GO:0004697,GO:0004674
79,GO:0035403,GO:0004674
80,GO:0004703,GO:0004674
81,GO:0004707,GO:0004674
82,GO:0009931,GO:0004674
83,GO:0072518,GO:0004674
84,GO:0004709,GO:0004674
85,GO:0004711,GO:0004674
86,GO:0034211,GO:0004674
87,GO:0008384,GO:0004674
88,GO:0008353,GO:0004674
89,GO:0035979,GO:0004674
90,GO:1990244,GO:0004674
91,GO:0035402,GO:0004674
92,GO:0072354,GO:0004674
93,GO:0045087,GO:0006955
94,GO:0045087,GO:0140546
95,GO:0009626,GO:0045087
96,GO:0001867,GO:0045087
97,GO:0090644,GO:0045087
98,GO:0090714,GO:0045087
99,GO:0042381,GO:0045087
100,GO:0140367,GO:0045087
101,GO:0140374,GO:0045087
102,GO:0061760,GO:0045087
103,GO:0002228,GO:0045087
104,GO:0006957,GO:0045087
105,GO:0009616,GO:0045087
106,GO:0035006,GO:0045087
107,GO:0002227,GO:0045087
108,GO:0009682,GO:0045087
109,GO:0009626,GO:0045087
110,GO:0001867,GO:0045087
111,GO:0090644,GO:0045087
112,GO:0090714,GO:0045087
113,GO:0042381,GO:0045087
114,GO:0140367,GO:0045087
115,GO:0140374,GO:0045087
116,GO:0061760,GO:0045087
117,GO:0002228,GO:0045087
118,GO:0006957,GO:0045087
119,GO:0009616,GO:0045087
120,GO:0035006,GO:0045087
121,GO:0002227,GO:0045087
122,GO:0009682,GO:0045087
123,GO:0016310,GO:0006796
124,GO:0006468,GO:0016310
125,GO:0006019,GO:0016310
126,GO:0006009,GO:0016310
127,GO:0031388,GO:0016310
128,GO:0046834,GO:0016310
129,GO:0009777,GO:0016310
130,GO:0046835,GO:0016310
131,GO:0006468,GO:0016310
132,GO:0006019,GO:0016310
133,GO:0006009,GO:0016310
134,GO:0031388,GO:0016310
135,GO:0046834,GO:0016310
136,GO:0009777,GO:0016310
137,GO:0046835,GO:0016310
138,GO:0009620,GO:0051707
139,GO:0009610,GO:0009620
140,GO:0001878,GO:0009620
141,GO:0016046,GO:0009620
142,GO:0050832,GO:0009620
143,GO:0009610,GO:0009620
144,GO:0001878,GO:0009620
145,GO:0016046,GO:0009620
146,GO:0050832,GO:0009620
