,go_id,parent_id
0,GO:0000148,GO:1990234
1,GO:0000148,GO:0098797
2,GO:0005794,GO:0043231
3,GO:0150051,GO:0005794
4,GO:0150051,GO:0005794
5,GO:0005886,GO:0016020
6,GO:0097524,GO:0005886
7,GO:0042383,GO:0005886
8,GO:0001533,GO:0005886
9,GO:0120001,GO:0005886
10,GO:0097524,GO:0005886
11,GO:0042383,GO:0005886
12,GO:0001533,GO:0005886
13,GO:0120001,GO:0005886
14,GO:0009506,GO:0005911
15,GO:0009551,GO:0009506
16,GO:0009550,GO:0009506
17,GO:0009551,GO:0009506
18,GO:0009550,GO:0009506
19,GO:0003843,GO:0035251
20,GO:0140752,GO:0003843
21,GO:0140753,GO:0003843
22,GO:0140752,GO:0003843
23,GO:0140753,GO:0003843
24,GO:0006075,GO:0006074
25,GO:0006075,GO:0051274
26,GO:0034411,GO:0006075
27,GO:0034411,GO:0006075
28,GO:0006952,GO:0006950
29,GO:0006968,GO:0006952
30,GO:0002209,GO:0006952
31,GO:0098542,GO:0006952
32,GO:0052482,GO:0006952
33,GO:0052542,GO:0006952
34,GO:0002357,GO:0006952
35,GO:0006954,GO:0006952
36,GO:0006968,GO:0006952
37,GO:0002209,GO:0006952
38,GO:0098542,GO:0006952
39,GO:0052482,GO:0006952
40,GO:0052542,GO:0006952
41,GO:0002357,GO:0006952
42,GO:0006954,GO:0006952
43,GO:0052542,GO:0006952
44,GO:0052542,GO:0009743
45,GO:0052542,GO:0052545
46,GO:0052544,GO:0052542
47,GO:0052544,GO:0052542
48,GO:0052544,GO:0052482
49,GO:0052544,GO:0052543
50,GO:0052544,GO:0052542
51,GO:0042742,GO:0098542
52,GO:0042742,GO:0009617
53,GO:0140367,GO:0042742
54,GO:0009682,GO:0042742
55,GO:0050829,GO:0042742
56,GO:0050830,GO:0042742
57,GO:0050831,GO:0042742
58,GO:0019731,GO:0042742
59,GO:0140367,GO:0042742
60,GO:0009682,GO:0042742
61,GO:0050829,GO:0042742
62,GO:0050830,GO:0042742
63,GO:0050831,GO:0042742
64,GO:0019731,GO:0042742
65,GO:0050832,GO:0009620
66,GO:0050832,GO:0098542
67,GO:0061760,GO:0050832
68,GO:0019732,GO:0050832
69,GO:0061760,GO:0050832
70,GO:0019732,GO:0050832
71,GO:0002758,GO:0002757
72,GO:0002758,GO:0002218
73,GO:0002220,GO:0002758
74,GO:0002221,GO:0002758
75,GO:0002220,GO:0002758
76,GO:0002221,GO:0002758
77,GO:0009965,GO:1905392
78,GO:0060776,GO:0009965
79,GO:0060777,GO:0009965
80,GO:0048826,GO:0009965
81,GO:0060776,GO:0009965
82,GO:0060777,GO:0009965
83,GO:0048826,GO:0009965
84,GO:0010150,GO:0090693
85,GO:0009555,GO:0048229
86,GO:0008360,GO:0022604
87,GO:0008360,GO:0065008
88,GO:0071963,GO:0008360
89,GO:0061389,GO:0008360
90,GO:0016476,GO:0008360
91,GO:2000769,GO:0008360
92,GO:0071963,GO:0008360
93,GO:0061389,GO:0008360
94,GO:0016476,GO:0008360
95,GO:2000769,GO:0008360
96,GO:0000003,GO:0008150
97,GO:1990277,GO:0000003
98,GO:0019954,GO:0000003
99,GO:0032505,GO:0000003
100,GO:0019953,GO:0000003
101,GO:0032504,GO:0000003
102,GO:0075325,GO:0000003
103,GO:1990277,GO:0000003
104,GO:0019954,GO:0000003
105,GO:0032505,GO:0000003
106,GO:0019953,GO:0000003
107,GO:0032504,GO:0000003
108,GO:0075325,GO:0000003
109,GO:0009620,GO:0051707
110,GO:0001878,GO:0009620
111,GO:0016046,GO:0009620
112,GO:0050832,GO:0009620
113,GO:0009610,GO:0009620
114,GO:0001878,GO:0009620
115,GO:0016046,GO:0009620
116,GO:0050832,GO:0009620
117,GO:0009610,GO:0009620
118,GO:0009863,GO:0007165
119,GO:0009862,GO:0009863
120,GO:0009862,GO:0009863
