,go_id,parent_id
0,GO:0000148,GO:1990234
1,GO:0000148,GO:0098797
2,GO:0005794,GO:0043231
3,GO:0150051,GO:0005794
4,GO:0150051,GO:0005794
5,GO:0005886,GO:0016020
6,GO:0097524,GO:0005886
7,GO:0001533,GO:0005886
8,GO:0120001,GO:0005886
9,GO:0042383,GO:0005886
10,GO:0097524,GO:0005886
11,GO:0001533,GO:0005886
12,GO:0120001,GO:0005886
13,GO:0042383,GO:0005886
14,GO:0009506,GO:0005911
15,GO:0009551,GO:0009506
16,GO:0009550,GO:0009506
17,GO:0009551,GO:0009506
18,GO:0009550,GO:0009506
19,GO:0003843,GO:0035251
20,GO:0140752,GO:0003843
21,GO:0140753,GO:0003843
22,GO:0140752,GO:0003843
23,GO:0140753,GO:0003843
24,GO:0006075,GO:0006074
25,GO:0006075,GO:0051274
26,GO:0034411,GO:0006075
27,GO:0034411,GO:0006075
28,GO:0071555,GO:0071554
29,GO:0071555,GO:0045229
30,GO:0031505,GO:0071555
31,GO:0070726,GO:0071555
32,GO:0031504,GO:0071555
33,GO:0071433,GO:0071555
34,GO:0042545,GO:0071555
35,GO:0070871,GO:0071555
36,GO:0009664,GO:0071555
37,GO:0044277,GO:0071555
38,GO:0031505,GO:0071555
39,GO:0070726,GO:0071555
40,GO:0031504,GO:0071555
41,GO:0071433,GO:0071555
42,GO:0042545,GO:0071555
43,GO:0070871,GO:0071555
44,GO:0009664,GO:0071555
45,GO:0044277,GO:0071555
46,GO:0048589,GO:0040007
47,GO:0080112,GO:0048589
48,GO:0035266,GO:0048589
49,GO:0090214,GO:0048589
50,GO:0048588,GO:0048589
51,GO:0042246,GO:0048589
52,GO:0035264,GO:0048589
53,GO:0003248,GO:0048589
54,GO:0055017,GO:0048589
55,GO:0042702,GO:0048589
56,GO:0080186,GO:0048589
57,GO:0001545,GO:0048589
58,GO:0007446,GO:0048589
59,GO:0001546,GO:0048589
60,GO:0001547,GO:0048589
61,GO:0035265,GO:0048589
62,GO:0001550,GO:0048589
63,GO:0048630,GO:0048589
64,GO:0051124,GO:0048589
65,GO:0007295,GO:0048589
66,GO:0001832,GO:0048589
67,GO:0060560,GO:0048589
68,GO:0080112,GO:0048589
69,GO:0035266,GO:0048589
70,GO:0090214,GO:0048589
71,GO:0048588,GO:0048589
72,GO:0042246,GO:0048589
73,GO:0035264,GO:0048589
74,GO:0003248,GO:0048589
75,GO:0055017,GO:0048589
76,GO:0042702,GO:0048589
77,GO:0080186,GO:0048589
78,GO:0001545,GO:0048589
79,GO:0007446,GO:0048589
80,GO:0001546,GO:0048589
81,GO:0001547,GO:0048589
82,GO:0035265,GO:0048589
83,GO:0001550,GO:0048589
84,GO:0048630,GO:0048589
85,GO:0051124,GO:0048589
86,GO:0007295,GO:0048589
87,GO:0001832,GO:0048589
88,GO:0060560,GO:0048589
89,GO:0009556,GO:0048236
90,GO:0009555,GO:0048229
91,GO:0008360,GO:0065008
92,GO:0008360,GO:0022604
93,GO:0061389,GO:0008360
94,GO:2000769,GO:0008360
95,GO:0016476,GO:0008360
96,GO:0071963,GO:0008360
97,GO:0061389,GO:0008360
98,GO:2000769,GO:0008360
99,GO:0016476,GO:0008360
100,GO:0071963,GO:0008360
