,go_id,parent_id
0,GO:0005634,GO:0043231
1,GO:0031040,GO:0005634
2,GO:0043076,GO:0005634
3,GO:0045120,GO:0005634
4,GO:1905754,GO:0005634
5,GO:0031039,GO:0005634
6,GO:0043073,GO:0005634
7,GO:0097571,GO:0005634
8,GO:0048353,GO:0005634
9,GO:0097572,GO:0005634
10,GO:0048555,GO:0005634
11,GO:0048556,GO:0005634
12,GO:0031040,GO:0005634
13,GO:0043076,GO:0005634
14,GO:0045120,GO:0005634
15,GO:1905754,GO:0005634
16,GO:0031039,GO:0005634
17,GO:0043073,GO:0005634
18,GO:0097571,GO:0005634
19,GO:0048353,GO:0005634
20,GO:0097572,GO:0005634
21,GO:0048555,GO:0005634
22,GO:0048556,GO:0005634
23,GO:0005886,GO:0016020
24,GO:0120001,GO:0005886
25,GO:0097524,GO:0005886
26,GO:0042383,GO:0005886
27,GO:0001533,GO:0005886
28,GO:0120001,GO:0005886
29,GO:0097524,GO:0005886
30,GO:0042383,GO:0005886
31,GO:0001533,GO:0005886
32,GO:0005524,GO:0035639
33,GO:0005524,GO:0032559
34,GO:0005509,GO:0046872
35,GO:0099510,GO:0005509
36,GO:0099510,GO:0005509
37,GO:0004672,GO:0016301
38,GO:0004672,GO:0140096
39,GO:0004672,GO:0016773
40,GO:0004673,GO:0004672
41,GO:0050359,GO:0004672
42,GO:0004674,GO:0004672
43,GO:0050405,GO:0004672
44,GO:1990424,GO:0004672
45,GO:0010857,GO:0004672
46,GO:0004740,GO:0004672
47,GO:0050321,GO:0004672
48,GO:0035173,GO:0004672
49,GO:0050369,GO:0004672
50,GO:0008772,GO:0004672
51,GO:0047696,GO:0004672
52,GO:0019912,GO:0004672
53,GO:0004712,GO:0004672
54,GO:0004713,GO:0004672
55,GO:0106310,GO:0004672
56,GO:0009927,GO:0004672
57,GO:0047848,GO:0004672
58,GO:0106264,GO:0004672
59,GO:0019199,GO:0004672
60,GO:0047322,GO:0004672
61,GO:0097472,GO:0004672
62,GO:0047323,GO:0004672
63,GO:0004673,GO:0004672
64,GO:0050359,GO:0004672
65,GO:0004674,GO:0004672
66,GO:0050405,GO:0004672
67,GO:1990424,GO:0004672
68,GO:0010857,GO:0004672
69,GO:0004740,GO:0004672
70,GO:0050321,GO:0004672
71,GO:0035173,GO:0004672
72,GO:0050369,GO:0004672
73,GO:0008772,GO:0004672
74,GO:0047696,GO:0004672
75,GO:0019912,GO:0004672
76,GO:0004712,GO:0004672
77,GO:0004713,GO:0004672
78,GO:0106310,GO:0004672
79,GO:0009927,GO:0004672
80,GO:0047848,GO:0004672
81,GO:0106264,GO:0004672
82,GO:0019199,GO:0004672
83,GO:0047322,GO:0004672
84,GO:0097472,GO:0004672
85,GO:0047323,GO:0004672
86,GO:0106310,GO:0004672
87,GO:0004674,GO:0004672
88,GO:0140855,GO:0004674
89,GO:0035175,GO:0004674
90,GO:0140857,GO:0004674
91,GO:0004675,GO:0004674
92,GO:0072371,GO:0004674
93,GO:0004676,GO:0004674
94,GO:0004677,GO:0004674
95,GO:0004679,GO:0004674
96,GO:0008349,GO:0004674
97,GO:0004683,GO:0004674
98,GO:0044024,GO:0004674
99,GO:0034211,GO:0004674
100,GO:0004687,GO:0004674
101,GO:0008353,GO:0004674
102,GO:0140823,GO:0004674
103,GO:0004690,GO:0004674
104,GO:0033867,GO:0004674
105,GO:0004693,GO:0004674
106,GO:0004694,GO:0004674
107,GO:0035402,GO:0004674
108,GO:0004697,GO:0004674
109,GO:0044023,GO:0004674
110,GO:0044022,GO:0004674
111,GO:0004703,GO:0004674
112,GO:0004707,GO:0004674
113,GO:0072518,GO:0004674
114,GO:0004709,GO:0004674
115,GO:0035979,GO:0004674
116,GO:0004711,GO:0004674
117,GO:0035403,GO:0004674
118,GO:0008384,GO:0004674
119,GO:0009931,GO:0004674
120,GO:1990244,GO:0004674
121,GO:0072354,GO:0004674
122,GO:0044025,GO:0004674
123,GO:0140855,GO:0004674
124,GO:0035175,GO:0004674
125,GO:0140857,GO:0004674
126,GO:0004675,GO:0004674
127,GO:0072371,GO:0004674
128,GO:0004676,GO:0004674
129,GO:0004677,GO:0004674
130,GO:0004679,GO:0004674
131,GO:0008349,GO:0004674
132,GO:0004683,GO:0004674
133,GO:0044024,GO:0004674
134,GO:0034211,GO:0004674
135,GO:0004687,GO:0004674
136,GO:0008353,GO:0004674
137,GO:0140823,GO:0004674
138,GO:0004690,GO:0004674
139,GO:0033867,GO:0004674
140,GO:0004693,GO:0004674
141,GO:0004694,GO:0004674
142,GO:0035402,GO:0004674
143,GO:0004697,GO:0004674
144,GO:0044023,GO:0004674
145,GO:0044022,GO:0004674
146,GO:0004703,GO:0004674
147,GO:0004707,GO:0004674
148,GO:0072518,GO:0004674
149,GO:0004709,GO:0004674
150,GO:0035979,GO:0004674
151,GO:0004711,GO:0004674
152,GO:0035403,GO:0004674
153,GO:0008384,GO:0004674
154,GO:0009931,GO:0004674
155,GO:1990244,GO:0004674
156,GO:0072354,GO:0004674
157,GO:0044025,GO:0004674
158,GO:0016310,GO:0006796
159,GO:0006468,GO:0016310
160,GO:0031388,GO:0016310
161,GO:0006019,GO:0016310
162,GO:0006009,GO:0016310
163,GO:0046834,GO:0016310
164,GO:0046835,GO:0016310
165,GO:0009777,GO:0016310
166,GO:0006468,GO:0016310
167,GO:0031388,GO:0016310
168,GO:0006019,GO:0016310
169,GO:0006009,GO:0016310
170,GO:0046834,GO:0016310
171,GO:0046835,GO:0016310
172,GO:0009777,GO:0016310
173,GO:0051592,GO:0010038
174,GO:0005513,GO:0051592
175,GO:0071277,GO:0051592
176,GO:0005513,GO:0051592
177,GO:0071277,GO:0051592
