,go_id,parent_id
0,GO:0005886,GO:0016020
1,GO:0001533,GO:0005886
2,GO:0097524,GO:0005886
3,GO:0042383,GO:0005886
4,GO:0120001,GO:0005886
5,GO:0001533,GO:0005886
6,GO:0097524,GO:0005886
7,GO:0042383,GO:0005886
8,GO:0120001,GO:0005886
9,GO:0005524,GO:0035639
10,GO:0005524,GO:0032559
11,GO:0106310,GO:0004672
12,GO:0004674,GO:0004672
13,GO:0044025,GO:0004674
14,GO:0140857,GO:0004674
15,GO:0072371,GO:0004674
16,GO:0035402,GO:0004674
17,GO:0004675,GO:0004674
18,GO:0035175,GO:0004674
19,GO:0004676,GO:0004674
20,GO:0004677,GO:0004674
21,GO:0004679,GO:0004674
22,GO:0033867,GO:0004674
23,GO:0035403,GO:0004674
24,GO:0008349,GO:0004674
25,GO:0004683,GO:0004674
26,GO:0140823,GO:0004674
27,GO:0004687,GO:0004674
28,GO:0008353,GO:0004674
29,GO:0004690,GO:0004674
30,GO:0044023,GO:0004674
31,GO:0035979,GO:0004674
32,GO:0004693,GO:0004674
33,GO:0004694,GO:0004674
34,GO:0004697,GO:0004674
35,GO:0004703,GO:0004674
36,GO:0044022,GO:0004674
37,GO:0072518,GO:0004674
38,GO:0004707,GO:0004674
39,GO:0004709,GO:0004674
40,GO:0004711,GO:0004674
41,GO:0008384,GO:0004674
42,GO:0009931,GO:0004674
43,GO:1990244,GO:0004674
44,GO:0034211,GO:0004674
45,GO:0072354,GO:0004674
46,GO:0044024,GO:0004674
47,GO:0140855,GO:0004674
48,GO:0044025,GO:0004674
49,GO:0140857,GO:0004674
50,GO:0072371,GO:0004674
51,GO:0035402,GO:0004674
52,GO:0004675,GO:0004674
53,GO:0035175,GO:0004674
54,GO:0004676,GO:0004674
55,GO:0004677,GO:0004674
56,GO:0004679,GO:0004674
57,GO:0033867,GO:0004674
58,GO:0035403,GO:0004674
59,GO:0008349,GO:0004674
60,GO:0004683,GO:0004674
61,GO:0140823,GO:0004674
62,GO:0004687,GO:0004674
63,GO:0008353,GO:0004674
64,GO:0004690,GO:0004674
65,GO:0044023,GO:0004674
66,GO:0035979,GO:0004674
67,GO:0004693,GO:0004674
68,GO:0004694,GO:0004674
69,GO:0004697,GO:0004674
70,GO:0004703,GO:0004674
71,GO:0044022,GO:0004674
72,GO:0072518,GO:0004674
73,GO:0004707,GO:0004674
74,GO:0004709,GO:0004674
75,GO:0004711,GO:0004674
76,GO:0008384,GO:0004674
77,GO:0009931,GO:0004674
78,GO:1990244,GO:0004674
79,GO:0034211,GO:0004674
80,GO:0072354,GO:0004674
81,GO:0044024,GO:0004674
82,GO:0140855,GO:0004674
83,GO:0038023,GO:0060089
84,GO:0004888,GO:0038023
85,GO:0003707,GO:0038023
86,GO:0004895,GO:0038023
87,GO:0042071,GO:0038023
88,GO:0001565,GO:0038023
89,GO:0030594,GO:0038023
90,GO:0038199,GO:0038023
91,GO:0038198,GO:0038023
92,GO:0016500,GO:0038023
93,GO:0001653,GO:0038023
94,GO:0038181,GO:0038023
95,GO:0038187,GO:0038023
96,GO:0070053,GO:0038023
97,GO:0005030,GO:0038023
98,GO:0140375,GO:0038023
99,GO:0062124,GO:0038023
100,GO:0030373,GO:0038023
101,GO:0009881,GO:0038023
102,GO:0030377,GO:0038023
103,GO:0008036,GO:0038023
104,GO:0170015,GO:0038023
105,GO:0050785,GO:0038023
106,GO:1990725,GO:0038023
107,GO:0015026,GO:0038023
108,GO:0004879,GO:0038023
109,GO:0004888,GO:0038023
110,GO:0003707,GO:0038023
111,GO:0004895,GO:0038023
112,GO:0042071,GO:0038023
113,GO:0001565,GO:0038023
114,GO:0030594,GO:0038023
115,GO:0038199,GO:0038023
116,GO:0038198,GO:0038023
117,GO:0016500,GO:0038023
118,GO:0001653,GO:0038023
119,GO:0038181,GO:0038023
120,GO:0038187,GO:0038023
121,GO:0070053,GO:0038023
122,GO:0005030,GO:0038023
123,GO:0140375,GO:0038023
124,GO:0062124,GO:0038023
125,GO:0030373,GO:0038023
126,GO:0009881,GO:0038023
127,GO:0030377,GO:0038023
128,GO:0008036,GO:0038023
129,GO:0170015,GO:0038023
130,GO:0050785,GO:0038023
131,GO:1990725,GO:0038023
132,GO:0015026,GO:0038023
133,GO:0004879,GO:0038023
134,GO:0005496,GO:0097159
135,GO:0005496,GO:0008289
136,GO:1903880,GO:0005496
137,GO:1902121,GO:0005496
138,GO:1903924,GO:0005496
139,GO:1902122,GO:0005496
140,GO:0032934,GO:0005496
141,GO:1990239,GO:0005496
142,GO:1903877,GO:0005496
143,GO:0090411,GO:0005496
144,GO:0005499,GO:0005496
145,GO:1903879,GO:0005496
146,GO:1903880,GO:0005496
147,GO:1902121,GO:0005496
148,GO:1903924,GO:0005496
149,GO:1902122,GO:0005496
150,GO:0032934,GO:0005496
151,GO:1990239,GO:0005496
152,GO:1903877,GO:0005496
153,GO:0090411,GO:0005496
154,GO:0005499,GO:0005496
155,GO:1903879,GO:0005496
156,GO:0009742,GO:0043401
157,GO:0050832,GO:0009620
158,GO:0050832,GO:0098542
159,GO:0061760,GO:0050832
160,GO:0019732,GO:0050832
161,GO:0061760,GO:0050832
162,GO:0019732,GO:0050832
163,GO:0009729,GO:0009741
164,GO:0009729,GO:0009720
165,GO:0009755,GO:0007165
166,GO:0009867,GO:0009755
167,GO:0010476,GO:0009755
168,GO:0009734,GO:0009755
169,GO:0002154,GO:0009755
170,GO:0035626,GO:0009755
171,GO:0009873,GO:0009755
172,GO:0009736,GO:0009755
173,GO:0038161,GO:0009755
174,GO:0043401,GO:0009755
175,GO:0033211,GO:0009755
176,GO:0008628,GO:0009755
177,GO:0009738,GO:0009755
178,GO:0038170,GO:0009755
179,GO:0009867,GO:0009755
180,GO:0010476,GO:0009755
181,GO:0009734,GO:0009755
182,GO:0002154,GO:0009755
183,GO:0035626,GO:0009755
184,GO:0009873,GO:0009755
185,GO:0009736,GO:0009755
186,GO:0038161,GO:0009755
187,GO:0043401,GO:0009755
188,GO:0033211,GO:0009755
189,GO:0008628,GO:0009755
190,GO:0009738,GO:0009755
191,GO:0038170,GO:0009755
192,GO:0001578,GO:0000226
193,GO:1903562,GO:0001578
194,GO:0035082,GO:0001578
